,name,ingredients,instructions,time,serving_size,tags,calories,protein,carbohydrates,fiber,fat,sodium
3017,Vanilla and cherry tray cake,"['reducedfat', 'spread', 'castor', 'sugar', 'two', 'teaspoon', 'vanilla', 'extract', 'past', 'two', 'egg', 'two', 'plu', 'one', 'heap', 'tablespoon', 'selfrais', 'flour', 'sift', 'four', 'hundr', 'twentyfiveg', 'pit', 'cherri', 'light', 'syrup', 'drain', 'dri', 'kitchen', 'paper', 'sugar', 'dust']","['1 Heat the oven to 180°C/fan 160°C/gas 4. Line a 20cm square or 16x24cm rectangular cake tin with baking paper.', '2 Put the low-fat spread, sugar, vanilla, eggs and flour in a mixing bowl and whisk together with an electric hand mixer for 3–4 min until combined. Transfer the mixture to the prepared cake tin, then scatter over the cherries. Bake for 30–40 min until a skewer pushed into the middle of the cake comes out clean. Allow to cool a little in the tin, then turn out on to a wire rack to cool completely.', '3 Use a serrated knife to cut the cake into 8 triangles, then dust with icing sugar to serve.']",50 mins,8,"['freez', 'well']",257.0,5.1,46.0,1.6,6.8,236.0
3018,Baked gnocchi with squash and spinach,"['five', 'hundredg', 'pack', 'fresh', 'gnocchi', 'three', 'butternut', 'squash', 'peel', 'dice', 'twocm', 'cube', 'spray', 'oil', 'one', 'onion', 'fine', 'chop', 'three', 'hundr', 'fiftyg', 'babi', 'spinach', 'five', 'hundredg', 'jar', 'reducedsalt', 'tomato', 'pasta', 'sauc', 'one', 'hundr', 'twentyfiveg', 'ricotta', 'parmesan', 'chees', 'grate']","['1 Heat the oven to 200°C/fan 180°C/gas 6. Cook the gnocchi according to the pack instructions, then drain well, return to the pan and set aside.', '2 Meanwhile, microwave or steam the squash cubes for 5–6 min until tender.', '3 Spray a large frying pan with oil and put over a medium–high heat. Add the onion and cook for 5 min, then add the spinach and stir for 2 min until wilted. Stir the mixture into the pan of cooked gnocchi, along with the cooked squash and the pasta sauce.', '4 Transfer the mixture to a baking dish. Add dollops of ricotta to the top, then season with freshly ground black pepper and sprinkle with the grated cheese. Bake for 15 min or until the cheese has melted, then serve.']",40 mins,4,"['high', 'calcium', 'low', 'kilojoul', 'vegetarian', 'three', 'vege', 'serv', 'famili', 'favourit']",365.0,15.2,62.3,8.1,7.0,866.0
3019,Low-carb roasted red pepper and squash soup,"['four', 'red', 'orang', 'capsicum', 'halv', 'deseed', 'larg', 'butternut', 'squash', 'peel', 'dice', 'four', 'hundredf', 'hundredg', 'bag', 'readi', 'prepar', 'one', 'onion', 'dice', 'two', 'tablespoon', 'oliv', 'oil', 'one', 'litr', 'low', 'salt', 'veget', 'stock', 'teaspoon', 'chilli', 'flake', 'red', 'chilli', 'deseed', 'dice', 'hand', 'fresh', 'parsley', 'chop']","['1 Heat the oven to 180°C/fan 160°C/gas 4. Spread the capsicums, squash and onion in a large baking tray. Sprinkle with black pepper and drizzle over 1 tablespoon of the olive oil. Bake in the oven for about 20 until the edges begin to blacken. Remove and allow to cool slightly. When cool enough to handle, remove most of the skin from the peppers and discard. Roughly chop the flesh.', '2 Heat the remaining olive oil in a large saucepan and add the baked vegetables. Add the stock and chilli flakes or diced chilli and bring to the boil, then simmer for about 20 min until everything is soft. Remove the pan from the heat and blend the soup with a hand blender or food processor.']",50 mins,4,"['dairi', 'free', 'diabetesfriendli', 'low', 'kilojoul', 'low', 'sodium', 'vegan', 'vegetarian', 'three', 'vege', 'serv', 'freez', 'well']",174.0,3.3,21.7,4.9,6.7,591.0
3020,Gluten-free savoury muffins,"['two', 'glutenfre', 'selfrais', 'flour', 'one', 'peel', 'butternut', 'squash', 'carrot', 'grate', 'three', 'tablespoon', 'fine', 'chop', 'fresh', 'basil', 'leav', 'slowroast', 'tomato', 'roughli', 'chop', 'xazero', 'reducedfat', 'feta', 'crumbl', 'two', 'egg', 'xazero', 'skim', 'milk', 'four', 'tablespoon', 'oliv', 'canola', 'oil']","['1 Preheat the oven to 180°C/fan 160°C/gas 4. Line a 12-hole muffin-tray with paper cases or silicon moulds. Put the flour in a large bowl, then add the squash or carrot, basil, tomatoes and feta.', '2 Whisk the eggs, milk and oil in a large bowl. Pour the wet ingredients into the dry ingredients and stir until the batter is just combined.', '3 Divide the batter among the muffin-tray cases or moulds and bake for 20 min or until the muffins are golden brown and just firm to the touch. Cool for 5 min in the tin, then transfer to a wire rack to cool completely.']",35 mins,12,"['gluten', 'free', 'vegetarian', 'freez', 'well']",150.0,4.5,20.2,1.3,5.8,197.0
3021,"Pork, bean and sweet potato chilli","['two', 'tablespoon', 'oliv', 'oil', 'one', 'larg', 'onion', 'chop', 'one', 'red', 'capsicum', 'chop', 'two', 'clove', 'garlic', 'fine', 'chop', 'five', 'hundredg', 'pork', 'minc', 'two', 'teaspoon', 'cumin', 'one', 'teaspoon', 'dri', 'oregano', 'one', 'teaspoon', 'chipotl', 'past', 'hot', 'sauc', 'four', 'hundredg', 'tin', 'bean', 'pinto', 'blackey', 'pea', 'black', 'drain', 'rins', 'four', 'hundredg', 'tin', 'tomato', 'two', 'hundr', 'fiftyg', 'peel', 'cut', 'larg', 'dice']","['1 Heat the oil in a large saucepan or casserole dish, then add the onion and red capsicum. Fry them gently over a low to medium heat for several minutes until they’re just starting to soften, then add the garlic and cook for another minute.', '2 Add the pork mince and stir until it’s all well browned. Sprinkle in the cumin, oregano and chipotle paste (or other hot sauce), then tip in the beans and tomatoes.', '3 Pour 2 cups water into the pan, then add the diced sweet potato and push well into the chilli.', '4 Bring the mixture to the boil, then turn the heat down to a simmer and cover the pan with a lid. Simmer the chilli for half an hour, then take the lid off the pan and simmer for another 15 minutes to reduce the sauce.', '\xa0']",1 hr 5 mins,4,"['dairi', 'free', 'gluten', 'free', 'high', 'iron', 'high', 'protein', 'low', 'kilojoul', 'low', 'sodium', 'lower', 'carb', 'three', 'vege', 'serv']",405.0,31.4,26.7,11.2,18.9,118.0
3022,Healthier pineapple upside-down cake,"['one', 'selfrais', 'flour', 'one', 'teaspoon', 'bake', 'powder', 'one', 'hundr', 'fiftyg', 'reducedfat', 'greek', 'yogurt', 'castor', 'sugar', 'three', 'egg', 'zest', 'juic', 'one', 'lime', 'good', 'allspic', 'three', 'tablespoon', 'agav', 'nectar', 'six', 'pineappl', 'ring', 'tin', 'juic']","['1 Heat the oven to 180°C/fan 160°C/gas 4. Line the base and sides of a 23cm diameter cake tin with baking paper.', '2 Whisk together the flour, baking powder, yogurt, sugar, eggs, lime zest and juice and allspice.', '3 Drizzle the agave nectar over the base of the cake tin. Add the pineapple rings, then top with the cake mixture and smooth over. Bake for 20–25 min until the sponge is springy to touch. While still hot, turn out on to a plate and carefully peel off the baking paper. Cut into slices and serve hot or cold.']",35 mins,6,"['famili', 'favourit']",308.0,9.4,61.7,1.6,4.3,236.0
3023,Chocolate fridge cake,"['reducedfat', 'spread', 'three', 'tablespoon', 'runni', 'honey', 'one', 'teaspoon', 'vanilla', 'extract', 'four', 'tablespoon', 'cocoa', 'powder', 'two', 'reducedfat', 'digest', 'biscuit', 'crush', 'desicc', 'coconut', 'raisin', 'fiftyg', 'dark', 'chocol', 'seventi', 'cocoa', 'solid', 'chop']","['1 Line a 20cm square cake tin with baking paper. In a pan, gently melt together the low-fat spread, honey and vanilla extract, then add the cocoa powder and mix well.', '2 In a large bowl, combine the crushed biscuits, coconut and raisins. Mix in the cocoa mixture, then press the mixture into the prepared tin.', '3 Put the chocolate in a microwave-proof bowl and microwave on medium for 15–20 seconds until melted. Drizzle over the cake mixture. Chill for 1 hour or until set.', '4 Remove the cake from the tin, peel off the baking paper and cut into 20 slices.']","12 mins , plus 1 hour chilling, or till set",20,"['dairi', 'free', 'low', 'kilojoul', 'kid', 'cook', 'minim', 'cook']",126.0,1.8,14.5,1.3,6.9,118.0
3024,Prawn arrabbiata,"['two', 'hundr', 'fiftyg', 'linguin', 'one', 'tablespoon', 'oliv', 'oil', 'three', 'clove', 'garlic', 'chop', 'one', 'larg', 'red', 'chilli', 'slice', 'one', 'larg', 'red', 'capsicum', 'slice', 'thin', 'strip', 'two', 'x', 'four', 'hundredg', 'can', 'cherri', 'tomato', 'three', 'hundredg', 'cook', 'peel', 'devein', 'king', 'prawn', 'seven', 'babi', 'spinach', 'xazerocup', 'parmesan', 'shave', 'one', 'hundr', 'twentyfiveg', 'mix', 'salad', 'leav', 'serv']","['1 Cook the linguine in a large pan of unsalted boiling water according to the pack instructions, then drain.', '2 Meanwhile, heat the oil in a separate large pan. Add the garlic, chilli and pepper and cook over a medium-high heat for 5 min or until soft. Add the canned tomatoes, then bring to the boil and bubble for 5 min. Reduce the heat to low, then add the prawns and spinach and cook for 1–2 min until the prawns are hot.', '3 Toss the linguine with the sauce, then divide among 4 bowls. Top with the parmesan, then add a grind of pepper and serve with salad leaves.']",25 mins,4,"['high', 'protein', 'low', 'kilojoul', 'low', 'sodium', 'three', 'vege', 'serv', 'famili', 'favourit']",379.0,25.7,57.7,6.5,6.8,551.0
3025,Lighter chocolate éclairs,"['two', 'tablespoon', 'granul', 'sweeten', 'teaspoon', 'salt', 'plu', 'one', 'tablespoon', 'reducedfat', 'spread', 'selfrais', 'flour', 'two', 'larg', 'egg', 'dark', 'chocol', 'chip', 'ten', 'tablespoon', 'lowfat', 'aerosol', 'cream']","['1 Heat the oven to 190°C/fan 170°C/gas 5 and line a baking tray with non-stick baking parchment.', '2 Put the sweetener, salt, spread and 2/3 cup cold water in a saucepan and bring to the boil. As soon as the mixture reaches the boil, take the pan off the heat and gradually beat in the flour. The mixture will look lumpy at first, but persevere. Continue to beat until the mixture forms a ball of dough and comes away from the sides of the saucepan.', '3 Add the eggs to the mixture and beat well to incorporate. It will look as if the mixture has split at first, but continue to beat until it becomes glossy.', '4 Spoon the mixture into a piping bag fitted with a large nozzle. Pipe 10 eclairs on to the prepared baking tray (they’ll be around 12cm/5in long each). Dab any ‘tails’ down with a wet finger, then bake the eclairs in the oven for 1 hr. Do not open the oven! Not even for a sneaky peek – they’ll likely collapse and you’ll end up with pancakes!', '5 Once the time is up, remove the eclairs from the oven and leave to cool on a wire rack. You can freeze them at this point, before filling (see HFG tip).', '6 Only decorate and fill them when you are ready to serve as aerosol cream doesn’t keep its shape very long once squirted! Once completely cool, cut the eclairs lengthways through three-quarters of each eclair. Melt the chocolate chips in a bowl in the microwave. Squirt 1 tablespoon cream into each split éclair,drizzle the melted chocolate over the top and serve.']",1 hr 10 mins,10,"['low', 'kilojoul', 'freez', 'well', 'makeov']",130.0,2.8,12.0,0.6,9.2,158.0
3026,Mediterranean beef and eggplant bake,"['one', 'cut', 'lengthway', 'cm', 'slice', 'five', 'hundredg', 'lean', 'beef', 'minc', 'one', 'onion', 'fine', 'chop', 'three', 'tablespoon', 'sundri', 'tomato', 'pure', 'two', 'teaspoon', 'dri', 'oregano', 'four', 'hundredg', 'cherri', 'tomato', 'four', 'hundredg', 'drain', 'one', 'larg', 'julien', 'peel', 'ribbon', 'zero', 'point', 'five', 'reducedfat', 'matur', 'chees', 'grate', 'fresh', 'basil', 'garnish']","['1 Heat the oven to 200ºC/fan 180°C/gas 6. Spray a griddle pan with oil and set over a medium heat. Cook the eggplant slices in batches, for 2 min on each side, until lightly charred and tender. Set aside.', '2 Meanwhile, heat a non-stick pan over a medium-high heat and add the mince. Cook, breaking up, until browned and cooked through. Add the onion and cook for 5 min until softened. Add the purée and oregano and cook for a few more min. Add half the cherry tomatoes, the chickpeas and half a can of water. Bring to the boil, reduce the heat and simmer for 10 min, stirring occasionally, until thickened.', '3 In an ovenproof dish, arrange the eggplant slices and spread the mince mixture over the top. Add the courgette ribbons and remaining tomatoes, then top with the cheese and bake for 12–15 min. Garnish with fresh basil, if using.']",50 mins,4,"['gluten', 'free', 'high', 'iron', 'high', 'protein', 'low', 'kilojoul', 'low', 'sodium', 'lower', 'carb', 'three', 'vege', 'serv', 'famili', 'favourit']",383.0,39.0,21.5,8.1,13.9,236.0
3027,Chicken katsu curry,"['three', 'skinless', 'chicken', 'breast', 'two', 'tablespoon', 'one', 'egg', 'beaten', 'one', 'panko', 'regular', 'breadcrumb', 'spray', 'oil', 'one', 'basmati', 'rice', 'three', 'clove', 'garlic', 'crush', 'two', 'tablespoon', 'medium', 'curri', 'powder', 'four', 'hundredml', 'reducedsalt', 'chicken', 'stock', 'one', 'teaspoon', 'runni', 'honey', 'two', 'tablespoon', 'mirin', 'one', 'tablespoon', 'reducedsalt', 'soy', 'sauc', 'one', 'tablespoon']","['1 Heat the oven to 200°C/fan 180°C/gas 6 and line a baking tray with baking paper.', '2 Flatten the chicken breasts to about 1cm thick with a rolling pin. Put the flour, egg and breadcrumbs in separate bowls. Dip each flattened chicken breast into the flour, then the egg, then the breadcrumbs to coat.', '3 Spray a large non-stick frying pan with oil and set over a medium-high heat. Add the coated chicken to the hot pan and cook for 2 min on each side or until golden. Transfer to the prepared baking tray and bake for 15 min or until cooked through.', '4 Meanwhile, cook the rice according to the pack instructions. Spray a medium pan with oil and set over a medium-high heat, then fry the garlic for 1 min. Add the curry powder and cook for 30 sec. Add the stock, honey, mirin and soy sauce, then bring to a simmer. Mix the cornflour with 2 tablespoons cold water, then add to the pan and continue to simmer for 10 min, stirring now and then. Slice the cooked chicken and serve with the rice and sauce.']",30 mins,4,"['dairi', 'free', 'high', 'iron', 'high', 'protein', 'low', 'kilojoul', 'famili', 'favourit']",517.0,37.8,80.3,3.0,4.7,591.0
3028,Vegan satay burgers with slaw,"['four', 'hundredg', 'noaddedsalt', 'kidney', 'bean', 'one', 'hundredg', 'firm', 'tofu', 'one', 'spring', 'onion', 'chop', 'one', 'clove', 'garlic', 'one', 'fine', 'dice', 'mushroom', 'teaspoon', 'celeri', 'salt', 'one', 'teaspoon', 'smoke', 'paprika', 'one', 'carrot', 'grate', 'one', 'babi', 'spinach', 'leav', 'slice', 'peanut', 'butter', 'one', 'tablespoon', 'vegan', 'sweet', 'chilli', 'sauc', 'spray', 'oil', 'two', 'small', 'vegan', 'wholegrain', 'burger', 'bun', 'two', 'tablespoon', 'sauerkraut', 'kimchi', 'garnish']","['1 Preheat oven to 200°C. In a large bowl, mash beans and tofu and add spring onion, garlic, mushrooms, celery salt and paprika. Mix well with your hands. Form into two large patties.', '2 In a separate bowl, combine carrot and spinach to make slaw.', '3 In a cup, combine peanut butter and sweet chilli sauce with a little hot water to make a smooth sauce.', '4 Spray a medium frying pan with oil and set over a medium heat. Cook patties, turning until browned. Place patties into preheated oven for 10 minutes to finish cooking. Set aside to cool and firm up.', '5 Toast buns. Spread buns with peanut sauce. Top with slaw and vege patties and remaining peanut sauce. Serve with sauerkraut on the side, if using.']",30 mins,2,"['dairi', 'free', 'high', 'fibr', 'high', 'iron', 'high', 'protein', 'vegan', 'two', 'vege', 'serv']",578.0,25.0,40.0,18.0,31.0,770.0
3029,Quick Thai green pork curry,"['five', 'hundredg', 'lean', 'pork', 'fillet', 'cut', 'fivemmthick', 'slice', 'two', 'shallot', 'thinli', 'slice', 'two', 'tablespoon', 'thai', 'green', 'curri', 'past', 'six', 'kaffir', 'lime', 'leav', 'two', 'hundredml', 'light', 'coconut', 'milk', 'reducedsalt', 'chicken', 'stock', 'three', 'hundredg', 'peel', 'pumpkin', 'cut', 'thin', 'wedg', 'one', 'larg', 'red', 'capsicum', 'slice', 'one', 'hundr', 'fiftyg', 'snow', 'pea', 'trim', 'halv', 'two', 'hundr', 'twentyfiveg', 'bamboo', 'slice', 'drain', 'two', 'steam', 'brown', 'rice', 'serv', 'thai', 'basil', 'leav', 'serv']","['1 Lightly spray a large wok or saucepan with olive oil. Stir-fry pork for 2–3 minutes, or until browned. Transfer to a plate.', '2 Return same wok to medium heat and lightly spray with oil. Stir-fry the shallots for about 1–2 minutes, or until softened. Add the curry paste and kaffir lime; stir-fry for 2 minutes, or until fragrant. Add the coconut milk and stock and bring to the boil. Reduce the heat and simmer, covered, for 5 minutes.', '3 Add the pumpkin and simmer, covered, for 3–4 minutes, or until pumpkin is almost tender. Add capsicum, snow peas, bamboo, and return pork to wok. Simmer for a further 2–3 minutes, or until vegetables are just tender. Serve the curry with steamed rice and sprinkled with basil.']",25 mins,4,"['dairi', 'free', 'high', 'fibr', 'high', 'protein', 'three', 'vege', 'serv', 'freez', 'well']",448.0,40.1,46.7,10.8,8.1,669.0
