,name,ingredients,instructions,time,serving_size,tags,calories,protein,carbohydrates,fiber,fat,sodium
515,baked masala sev recipe,"['one', 'besan', 'bengal', 'gram', 'flour', 'zero', 'point', 'two', 'five', 'fresh', 'tomato', 'pulp', 'zero', 'point', 'two', 'five', 'asafoetida', 'hing', 'zero', 'point', 'two', 'five', 'turmer', 'powder', 'haldi', 'one', 'zero', 'point', 'five', 'chilli', 'powder', 'zero', 'point', 'two', 'five', 'freshli', 'ground', 'black', 'pepper', 'kalimirch', 'one', 'oil', 'salt']","For baked masala sevTo make baked masala sev combine gram flour, tomato pulp, hing, haldi, chilli powder, salt, pepper and oil in a deep bowl, mix well and knead into a soft dough without using any water.Shape the dough into a cylindrical roll, fill the dough into the “sev press” and press out strands onto a greased baking tray.Bake in a preheated oven at 200°c (400°f) for 14 minutes, turn them over after 9 minutes then break into pieces and bake again for 5 minutes, while tossing twice in between.Cool, break them into pieces.Store baked masala sev in an air-tight container and use as required.",10 Mins,4 servings,"['oven', 'vegetarian', 'bake', 'indian', 'recip', 'advanc', 'snack', 'indian', 'travel', 'food', 'indian', 'travel', 'food', 'dri', 'snack', 'starter', 'snack', 'bake', 'indian', 'vegetarian', 'snack', 'indian', 'jar', 'snack', 'highcholesterolhypothyroidismdiet', 'healthyheartaccompani']",24.0,1.2,3.4,0.9,0.6,4.5
516,aloo matar recipe,"['one', 'zero', 'point', 'five', 'potato', 'boil', 'peel', 'cube', 'one', 'boil', 'green', 'pea', 'zero', 'point', 'five', 'cumin', 'seed', 'jeera', 'zero', 'point', 'seven', 'five', 'chop', 'onion', 'one', 'fine', 'chop', 'ginger', 'adrak', 'one', 'green', 'chilli', 'past', 'zero', 'point', 'five', 'fine', 'chop', 'garlic', 'lehsun', 'one', 'chop', 'tomato', 'turmer', 'powder', 'haldi', 'zero', 'point', 'five', 'chilli', 'powder', 'zero', 'point', 'five', 'garam', 'masala', 'two', 'oil', 'salt', 'one', 'chop', 'coriand', 'dhania']","For aloo matar Heat the oil and add the cumin seeds and allow them to crackle. When they crackle, add the onions and sauté till they are translucent.Add the garlic, ginger,green chilli paste and tomatoes and simmer till the tomatoes are cooked. Mash lightly using a potato masher and add 1 tbsp water.Add the green peas,potatoes, salt,chilli powder, garam masala and and cook for 3 to 4 minutes.Add 1 cup of water and allow it to come to a boil.Mash 2 to 3 pieces of potatoes in the pan to thicken the gravy. Simmer till the aloo matar gravy thickens.Garnish the aloo matar with the coriander and serve hot with rotis or parathas.",30 Mins,4 servings,"['indian', 'dinner', 'dinner', 'sabzi', 'indian', 'veg', 'recip', 'north', 'indian', 'vegetarian', 'food', 'punjabi', 'punjabi', 'sabzi', 'vegan', 'vegan', 'indian', 'veganrecipesvegandiet', 'veganindianrecip']",155.0,3.7,17.7,4.4,7.7,12.6
517,Crunchy Salad with Curd Bread Mayonnaise,"['two', 'fresh', 'bread', 'zero', 'point', 'five', 'hung', 'curd', 'chakka', 'dahi', 'made', 'low', 'fat', 'ninetynineseven', 'fatfre', 'zero', 'point', 'five', 'oliv', 'oil', 'zero', 'point', 'two', 'five', 'white', 'pepper', 'powder', 'zero', 'point', 'five', 'mustard', 'rai', 'sarson', 'powder', 'zero', 'point', 'two', 'five', 'powder', 'sugar', 'salt', 'one', 'zero', 'point', 'five', 'iceberg', 'lettuc', 'torn', 'piec', 'one', 'cucumb', 'cube', 'one', 'appl', 'cube', 'unpeel', 'zero', 'point', 'two', 'five', 'chop', 'walnut', 'akhrot']",For the bread mayonnaiseRemove the crust from all the bread slices.Combine all the ingredients including the bread slices and blend in a mixer till smooth.Refrigerate for atleast 1 hour. Keep aside.How to proceedCombine all the ingredients in a deep bowl and mix well.Add the prepared bread mayonnaise and toss well.Serve immediately.,20 Mins,4 servings,"['mixer', 'cook', 'veg', 'indian', 'indian', 'salad', 'indian', 'fruit', 'salad', 'recip', 'indian', 'salad', 'dress', 'toss', 'mix', 'salad', 'cook', 'calciumrichindianvegetariansalad', 'highproteinindianvegetariansalad']",184.0,5.0,14.2,2.1,10.7,38.1
518,moong dal and cauliflower greens appe recipe,"['zero', 'point', 'five', 'yellow', 'moong', 'dal', 'split', 'yellow', 'gram', 'soak', 'drain', 'zero', 'point', 'two', 'five', 'fine', 'chop', 'cauliflow', 'green', 'wash', 'drain', 'one', 'green', 'chilli', 'past', 'one', 'roast', 'cumin', 'seed', 'jeera', 'zero', 'point', 'one', 'two', 'five', 'salt', 'advis', 'doctor', 'dietitian', 'one', 'oil', 'greas', 'healthi', 'green', 'chutney']","For moong dal cauliflower greens appeTo make moong dal cauliflower greens appe, clean, wash and soak the yellow moong dal in enough water for 3 to 4 hours.Drain and blend the moong dal in a mixer to a smooth paste using ¼ cup of water.Transfer the mixture into a deep bowl, add the cauliflower greens, green chilli paste, cumin seeds and salt, mix well and keep aside.Heat the appe pan on a medium flame and grease it with 1/2 tsp of oil.Pour 1 tbsp of the batter into each mould, cover with a lid and cook on a medium flame till the outer surface becomes golden brown and then turn each appe upside down using a fork so as to cook on the other side. You can cook 7 appes at a time in 7 moulds.Repeat steps 4 and 5 to make 7 more appes.Serve the moong dal cauliflower greens appe immediately with healthy green chutney.",20 Mins,4 servings,"['app', 'mould', 'starter', 'snack', 'even', 'tea', 'snack', 'indian', 'steam', 'snack', 'indian', 'veg', 'recip', 'south', 'indian', 'south', 'indian', 'app', 'indian', 'cancer', 'patient', 'ironrichbreakfast', 'dinnerforcancerpati']",29.0,1.8,4.3,0.6,0.5,29.6
519,Mysore chutney recipe,"['zero', 'point', 'five', 'chana', 'dal', 'split', 'bengal', 'gram', 'one', 'urad', 'dal', 'split', 'black', 'lentil', 'two', 'oil', 'five', 'whole', 'dri', 'kashmiri', 'red', 'chilli', 'broken', 'piec', 'one', 'chop', 'jaggeri', 'gur', 'three', 'garlic', 'lehsun', 'clove', 'zero', 'point', 'five', 'tamarind', 'imli', 'pulp', 'four', 'peppercorn', 'kalimirch', 'zero', 'point', 'seven', 'five', 'grate', 'coconut', 'one', 'chilli', 'powder', 'salt']","Combine all the ingredients in a deep bowl and mix very well.Place spoonfuls of the mixture into a greased thali, and steam in a steamer for 10 minutes.Serve immediately with green chutney.",18 Mins,4 servings,"['mixer', 'differ', 'kind', 'indian', 'chutney', 'indian', 'veg', 'recip', 'south', 'indian', 'karnataka', 'vegetarian', 'cuisin', 'south', 'indian', 'chutney', 'healthybreakfast', 'healthychutney']",53.0,1.3,4.7,1.3,3.2,4.5
520,bhindi raita recipe,"['two', 'chop', 'ladi', 'finger', 'bhindi', 'two', 'whisk', 'curd', 'dahi', 'zero', 'point', 'five', 'cumin', 'seed', 'jeera', 'powder', 'zero', 'point', 'five', 'chilli', 'powder', 'zero', 'point', 'two', 'five', 'black', 'salt', 'sanchal', 'salt', 'oil', 'deep', 'fri', 'one', 'fine', 'chop', 'coriand', 'dhania']","For bhindi raitaTo make bhindi raita, heat the oil in a deep non-stick pan and deep-fry the ladies finger, on a medium flame till they turn crisp and golden brown in colour. Drain on an absorbent paper and keep aside.Just before serving, combine all the remaining ingredients in a deep bowl, add the deep-fried ladies finger and mix well.Serve the bhindi raita immediately garnished with coriander.",25 Mins,4 servings,"['indian', 'lunch', 'lunch', 'raita', 'indian', 'salad', 'raita', 'indian', 'veg', 'recip', 'north', 'indian', 'vegetarian', 'food', 'punjabi', 'punjabi', 'raita', 'punjabi', 'chutney', 'achar', 'calciumrichindianvegetariansalad']",163.0,5.0,7.2,1.3,10.3,21.4
521,Apple Dragon Fruit Vegan Smoothie,"['zero', 'point', 'two', 'five', 'appl', 'cube', 'unpeel', 'zero', 'point', 'seven', 'five', 'white', 'dragon', 'fruit', 'cube', 'zero', 'point', 'seven', 'five', 'unsweeten', 'almond', 'milk', 'one', 'mapl', 'syrup']",Combine all the ingredients in a mixer.Blend till smooth.Refrigerate for atleast 1 hour and serve chilled.,5 Mins,4 servings,"['indian', 'beverag', 'indian', 'drink', 'indian', 'milkshak', 'smoothi', 'healthi', 'indian', 'breakfast', 'healthi', 'indian', 'breakfast', 'juic', 'smoothi', 'healthi', 'indian', 'drink', 'juic', 'healthi', 'drink', 'smoothi', 'milkshak', 'high', 'protein', 'indian', 'recip', 'iron', 'rich', 'indian', 'recip', 'lactosefreedairyfre']",139.0,2.6,26.5,6.3,2.9,71.6
522,Avocado Coconut Milk Vegan Smoothie,"['zero', 'point', 'seven', 'five', 'roughli', 'chop', 'avocado', 'one', 'zero', 'point', 'five', 'readymad', 'coconut', 'milk', 'nariy', 'ka', 'doodh', 'zero', 'point', 'five', 'roughli', 'chop', 'banana', 'one', 'zero', 'point', 'five', 'mapl', 'syrup']",Combine all the ingredients in a mixer and blend till smooth.Refrigerate and serve chilled.,5 Mins,4 servings,"['mixer', 'indian', 'beverag', 'indian', 'drink', 'indian', 'milkshak', 'smoothi', 'antioxid', 'rich', 'indian', 'antioxid', 'indian', 'smoothi', 'b', 'vitamin', 'healthi', 'indian', 'breakfast', 'healthi', 'indian', 'breakfast', 'juic', 'smoothi', 'lactosefreedairyfre', 'antioxidantrichsmoothi']",251.0,1.1,19.8,0.6,18.4,25.3
523,baby corn and mushroom salad recipe,"['zero', 'point', 'five', 'chop', 'spring', 'onion', 'zero', 'point', 'five', 'chop', 'mushroom', 'khumbh', 'zero', 'point', 'five', 'diagon', 'cut', 'blanch', 'babi', 'corn', 'zero', 'point', 'seven', 'five', 'bean', 'sprout', 'zero', 'point', 'five', 'chop', 'colour', 'capsicum', 'zero', 'point', 'five', 'carrot', 'julienn', 'zero', 'point', 'five', 'blanch', 'broccoli', 'floret', 'two', 'oliv', 'oil', 'one', 'zero', 'point', 'five', 'fine', 'chop', 'garlic', 'lehsun', 'one', 'fine', 'chop', 'basil', 'one', 'zero', 'point', 'five', 'lemon', 'juic', 'salt', 'freshli', 'ground', 'black', 'pepper', 'kalimirch']","For the dressing Heat the oil in a non-stick pan, add the garlic and sauté till it browns lightly.Add the basil leaves and mix well. Cool completely.Add the lemon juice, salt and pepper and mix well.How to proceed To make baby corn and mushroom salad, in a big bowl put spring onions, mushrooms, baby corn, bean sprouts, capsicum, carrot and broccoli.Cover with a cling wrap and refrigerate till required.Just before serving, add the dressing to the salad. Toss well.Serve baby corn and mushroom salad immediately.",12 Mins,4 servings,"['indian', 'salad', 'indian', 'salad', 'dress', 'quick', 'indian', 'salad', 'wholesom', 'salad', 'salad', 'make', 'meal', 'healthi', 'indian', 'salad', 'recip', 'healthi', 'indian', 'salad', 'healthi', 'dress', 'high', 'fiber', 'healthyindiansalad', 'indiansaladsforpregn', 'healthyindiansaladwithdress', 'ironrichindianvegetarianrecipesforpregn', 'ironrichindianvegetariansalad', 'vitamincrichindianrecip', 'highfiberindianvegetariansalad', 'highfiberlunch', 'glowingskinvitaminarich', 'indianhealthyvegetariansaladsforathlet', 'healthyrecipesmarathonersenduranceathletestriathlet', 'vitaminarichrecipesforhealthyey', 'vitamincrichindianvegetariansalad']",114.0,3.6,12.7,5.3,5.9,13.7
524,nutritious chilla recipe,"['zero', 'point', 'two', 'five', 'jowar', 'white', 'millet', 'flour', 'zero', 'point', 'two', 'five', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'zero', 'point', 'two', 'five', 'ragi', 'nachni', 'red', 'millet', 'flour', 'zero', 'point', 'two', 'five', 'chop', 'onion', 'zero', 'point', 'two', 'five', 'chop', 'tomato', 'two', 'fine', 'chop', 'coriand', 'dhania', 'zero', 'point', 'two', 'five', 'green', 'chilli', 'past', 'salt', 'one', 'zero', 'point', 'two', 'five', 'oil', 'greas', 'cook', 'null', 'null', 'none']","For nutritious chillaTo make nutritious chilla, combine all the ingredients in a deep bowl along with approx. 1 1/4 cup of water to make a thin batter.Heat a non-stick tava (griddle) and grease it with ¼ tsp of oil.Pour a ladleful of the batter on tava (griddle) and spread it evenly to make a 125 mm. (5”) diameter thin circle and cook on a medium flame using ¼ tsp of oil till both the sides are golden brown in colour.Repeat with the remaining batter to make 3 more chillas.Serve the nutritious chilla immediately with minty green chutney.",20 Mins,4 servings,"['tava', 'indian', 'breakfast', 'recip', 'breakfast', 'chilla', 'indian', 'pancak', 'indian', 'comfort', 'food', 'chilla', 'starter', 'snack', 'chaat', 'healthyquickindianbreakfast', 'healthybreakfastpancak']",98.0,2.5,18.0,2.9,1.9,5.5
525,palak til jowar nimki recipe,"['zero', 'point', 'five', 'fine', 'chop', 'spinach', 'palak', 'one', 'sesam', 'seed', 'til', 'zero', 'point', 'five', 'jowar', 'white', 'millet', 'flour', 'zero', 'point', 'five', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'one', 'oil', 'salt', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'roll', 'zero', 'point', 'two', 'five', 'oil', 'greas']","For palak til jowar nimkiTo make palak til jowar nimki, combine all the ingredients in a deep bowl and knead into a semi-stiff dough using enough water.Divide the dough into 5 equal portions.Roll out a portion of the dough into a 140 mm. (5. 5”) diameter thin circle using a little whole wheat flour for rolling.Cut it into 7 equal sized strips and keep aside.Repeat step 3 to make 28 more strips with the remaining 4 dough portions.Place half the strips on a greased baking tray and bake in a pre-heated oven at 180ºc (360ºf) for 18 minutes, turning the strips at 9 minutes. Bake till the bread sticks are crisp and golden brown in colour from both the sides.Cool completely and serve or store in an air-tight container.",10 Mins,4 servings,"['tava', 'indian', 'travel', 'food', 'indian', 'travel', 'food', 'dri', 'snack', 'starter', 'snack', 'bake', 'indian', 'vegetarian', 'snack', 'even', 'tea', 'snack', 'indian', 'jar', 'snack', 'indian', 'veg', 'recip', 'healthyjarsnack']",102.0,3.1,17.2,3.0,2.5,7.5
526,Kadhai Tofu,"['two', 'soy', 'oil', 'two', 'gingergarl', 'adraklehsun', 'past', 'zero', 'point', 'five', 'fine', 'chop', 'onion', 'zero', 'point', 'two', 'five', 'turmer', 'powder', 'haldi', 'one', 'coriandercumin', 'seed', 'dhaniajeera', 'powder', 'one', 'chilli', 'powder', 'zero', 'point', 'five', 'garam', 'masala', 'one', 'dri', 'fenugreek', 'leav', 'kasuri', 'methi', 'one', 'garam', 'masala', 'zero', 'point', 'two', 'five', 'slice', 'capsicum', 'fresh', 'tomato', 'pure', 'zero', 'point', 'five', 'sugar', 'two', 'low', 'fat', 'cream', 'salt', 'two', 'chop', 'coriand', 'dhania', 'garnish']","Main procedureHeat the soya oil in a non-stick kadhai, add the ginger-garlic paste and onions and sauté till the onions turn light brown in colour.Add the turmeric powder, coriander-cumin seeds powder, chilli powder, garam masala and dried fenugreek leaves and cook for 2 to 3 minutes.Add the tomato purée and ¼ cup of water and simmer for 10 minutes.Add the capsicum, tofu, sugar, cream, salt and ¼ cup of water, mix lightly and cook for another 5 minutes.Serve hot garnished with coriander.",30 Mins,4 servings,"['non', 'stick', 'kadai', 'veg', 'sabzi', 'curri', 'soya', 'sabzi', 'indian', 'veg', 'recip', 'north', 'indian', 'vegetarian', 'food', 'punjabi', 'lowcaloriesabzi', 'highproteinvegetablessabzi', 'lowcholesterolsubzisd', 'healthypaneersabzi', 'calciumrichveget', 'healthyheartveget', 'healthysoyasabzi']",39.0,2.4,4.7,1.5,1.1,3.0
527,Sweet Lime and Pepper Salad,"['one', 'sweet', 'lime', 'mosambi', 'segment', 'one', 'yellow', 'green', 'capsicum', 'cube', 'two', 'lettuc', 'torn', 'piec', 'one', 'cucumb', 'cube', 'zero', 'point', 'five', 'mustard', 'rai', 'sarson', 'powder', 'zero', 'point', 'five', 'freshli', 'ground', 'black', 'pepper', 'kalimirch', 'one', 'lemon', 'juic', 'salt']","Main procedureCombine all the ingredients for the salad in a bowl and chill.Just before serving, pour the dressing over the salad and toss well.Serve immediately.",10 Mins,4 servings,"['cook', 'veg', 'indian', 'indian', 'salad', 'light', 'salad', 'low', 'calori', 'indian', 'salad', 'forev', 'young', 'diet', 'anti', 'age', 'indian', 'diet', 'recip', 'glow', 'skin', 'recip', 'increas', 'immun', 'saladstocontrolacid', 'healthyfruitbasedsalad']",44.0,1.8,8.2,3.1,0.5,27.5
528,Panch Ratna Uttapa,"['two', 'dosa', 'batter', 'readili', 'avail', 'market', 'zero', 'point', 'five', 'fine', 'shred', 'cabbag', 'zero', 'point', 'two', 'five', 'grate', 'cauliflow', 'zero', 'point', 'two', 'five', 'fine', 'chop', 'onion', 'zero', 'point', 'two', 'five', 'fine', 'chop', 'capsicum', 'zero', 'point', 'two', 'five', 'boil', 'chop', 'beetroot', 'sugar', 'zero', 'point', 'five', 'chilli', 'powder', 'salt']","Combine all the ingredients in a bowl and mix well.Heat a non-stick tava (griddle), pour approx. 1½ tbsp of the batter on it and spread in a circular motion to make a 75 mm. (3”) diameter circle.Make 5 more such uttapas at a time and cook each uttapa till they turn golden brown in colour from both the sides.Repeat with the remaining batter to make 12 more uttapas in 2 more batches.Serve immediately.",30 Mins,4 servings,"['tava', 'indian', 'breakfast', 'recip', 'breakfast', 'use', 'leftov', 'starter', 'snack', 'quick', 'even', 'snack', 'school', 'time', 'snack', 'indian', 'veg', 'recip', 'south', 'indian', 'zerooilsnack']",19.0,5.9,4.1,0.5,0.0,2.3
529,green moong dal vegetable idli recipe,"['one', 'green', 'moong', 'dal', 'split', 'green', 'gram', 'zero', 'point', 'two', 'five', 'grate', 'carrot', 'zero', 'point', 'two', 'five', 'grate', 'cabbag', 'zero', 'point', 'two', 'five', 'urad', 'dal', 'split', 'black', 'lentil', 'zero', 'point', 'five', 'fenugreek', 'methi', 'seed', 'salt', 'zero', 'point', 'five', 'gingergreen', 'chilli', 'past', 'two', 'fine', 'chop', 'coriand', 'dhania', 'one', 'fruit', 'salt', 'two', 'oil', 'greas', 'green', 'chutney']","For green moong dal vegetable idli To make green moong dal vegetable idli, combine the green moong dal, urad dal and fenugreek seeds in a deep bowl and keep aside to soak in enough water for 2 hours. Drain well.Blend the green moong dal, urad dal and fenugreek seeds in a mixer along with approx. 1 cup of water till smooth.Transfer the mixture into a deep bowl, add the salt and mix well. Cover with a lid and keep aside to ferment for 4 hours or overnight.Once fermented, mix well, add the carrots, cabbage, ginger-green chilli paste and coriander and mix well.Just before steaming add 1 tsp fruit salt. Add 1 tablespoon of water over the fruit salt. Mix gently.Pour spoonfuls of the batter into greased idli moulds and steam in a steamer for 12 minutes.Cool slightly and demould.Repeat with the remaining batter to make more idlis.Serve green moong dal vegetable idli immediately with sambar.",40 Mins,4 servings,"['indian', 'steamer', 'recip', 'indian', 'breakfast', 'recip', 'breakfast', 'idli', 'dosa', 'uttapam', 'starter', 'snack', 'low', 'calori', 'indian', 'snack', 'indian', 'veg', 'recip', 'diabeticbreakfastrecip', 'diabeticstarterssnacksrecip', 'highproteinindianbreakfastrecipeshealthyproteinrichbreakfast', 'highfiberbreakfast', 'highproteinstarterssnack', 'healthyheartbreakfast']",43.0,3.0,7.5,1.2,0.2,4.3
530,Stuffed Capsicum in Tomato Gravy,"['eight', 'capsicum', 'two', 'soy', 'oil', 'one', 'cumin', 'seed', 'jeera', 'one', 'gingergreen', 'chilli', 'past', 'zero', 'point', 'five', 'chop', 'boil', 'mix', 'veget', 'french', 'bean', 'carrot', 'green', 'pea', 'zero', 'point', 'two', 'five', 'crumbl', 'tofu', 'bean', 'curd', 'soya', 'paneer', 'zero', 'point', 'two', 'five', 'potato', 'salt', 'two', 'fresh', 'cream', 'three', 'soy', 'oil', 'two', 'broken', 'cashew', 'nut', 'kaju', 'zero', 'point', 'five', 'cumin', 'seed', 'jeera', 'one', 'chop', 'onion', 'zero', 'point', 'five', 'chop', 'garlic', 'lehsun', 'zero', 'point', 'five', 'chop', 'ginger', 'adrak', 'one', 'slice', 'green', 'chilli', 'zero', 'point', 'five', 'coriand', 'dhania', 'powder', 'zero', 'point', 'five', 'chilli', 'powder', 'zero', 'point', 'two', 'five', 'turmer', 'powder', 'haldi', 'one', 'zero', 'point', 'five', 'chop', 'tomato', 'zero', 'point', 'two', 'five', 'garam', 'masala', 'two', 'fresh', 'cream', 'salt', 'two', 'pinch', 'sugar', 'oil', 'greas', 'two', 'crumbl', 'tofu', 'bean', 'curd', 'soya', 'paneer', 'garnish']","For the gravyHeat the soya oil in kadhai, add the cashewnuts and sauté till they turn golden brown. Remove the cashewnuts, drain out the soya oil and blend them to a smooth paste. Keep aside. Heat the remaining soya oil in the same pan and add the cumin seeds.When they crackle, add the onions and sauté till they turn translucent. Add the garlic, ginger and green chillies and sauté for another minute. Add the coriander powder, chilli powder, turmeric powder and tomatoes and cook till the soya oil separates from the gravy. Add the prepared cashewnut paste, garam masala, cream, salt and sugar and bring to boil. Keep aside. For the stuffingHeat the soya oil in a kadhai and add the cumin seeds.When the seeds crackle, add the ginger-green chilli paste, mixed vegetables, tofu, potatoes and salt. Mix well and cook for another 2 to 3 minutes and keep aside.Add the cream and mix well. Divide the mixture into 8 equal portions and keep aside.How to proceedCut the stem of the capsicum and remove and discard the seeds.Boil a vesselful of water, when the water starts boiling add the capsicum and cook for a minute. Drain and immerse in cold water. Drain again and keep aside.Stuff each capsicum with a portion of the stuffing.Arrange the stuffed capsicum on a greased baking dish and garnish with the tofu.Bake in a pre-heated oven at 200°C (400°F) for 10 minutes or till the capsicum are cooked. Just before serving, arrange the capsicum on a serving dish, pour the hot gravy on top and serve immediately.",45 Mins,4 servings,"['non', 'stick', 'kadai', 'veg', 'sabzi', 'curri', 'soya', 'sabzi', 'indian', 'veg', 'recip', 'north', 'indian', 'vegetarian', 'food', 'highproteinvegetablessabzi', 'calciumrichveget', 'homeremediesproteinrichrecip']",226.0,12.6,24.0,10.6,9.1,23.5
531,4 flour dosa recipe,"['zero', 'point', 'five', 'urad', 'dal', 'split', 'black', 'lentil', 'one', 'fenugreek', 'methi', 'seed', 'zero', 'point', 'five', 'bajra', 'black', 'millet', 'flour', 'zero', 'point', 'five', 'jowar', 'white', 'millet', 'flour', 'zero', 'point', 'five', 'ragi', 'nachni', 'red', 'millet', 'flour', 'zero', 'point', 'five', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'salt', 'three', 'oil', 'cook', 'sesam', 'seed', 'chutney']","For 4 flour dosa To make 4 flour dosa, combine the urad dal and fenugreek seeds in a deep bowl and soak it for 2 hours in enough water.Drain well and blend in a mixer till smooth using approx. ¾ cup of water.Transfer the mixture into a deep bowl, add the bajra flour, jowar flour, nachni flour, whole wheat flour, salt and approx. 1¾ cups of water and mix very well using a whisk. Cover with a lid and keep aside to ferment overnight.Next day, mix very well again.Heat a non-stick tava (griddle), sprinkle a little water on the tava (griddle) and wipe it off gently using a muslin cloth.Pour a ladleful of the batter on it and spread it in a circular motion to make a 200 mm. (8”) diameter thin circle.Smear ¼ tsp of oil over it and along the edges and cook on a medium flame till the 4 flour dosa turns brown in colour and crisp from both the sides.Fold the 4 flour dosa over to make a semi-circle or a roll.Repeat with the remaining batter to make 11 more 4 flour dosas.Serve the 4 flour dosa immediately with sambhar.",40 Mins,4 servings,"['tava', 'indian', 'travel', 'food', 'indian', 'travel', 'food', 'idli', 'dosa', 'upma', 'starter', 'snack', 'even', 'tea', 'snack', 'indian', 'veg', 'recip', 'south', 'indian', 'differ', 'type', 'dosa', 'healthyindiansnack', 'proteinrichfoodsindianvegproteinrichrecip', 'highproteinindianbreakfastrecipeshealthyproteinrichbreakfast', 'pcosbreakfast', 'lowcholesterolbreakfast', 'pcosindian', 'pcosweightloss', 'healthyheartbreakfast', 'lowglycemicindexveg', 'healthyheartstartersandsnack', 'whichidlisanddosasarehealthi', 'pcoshighfibr', 'lowcholesterolstarterssnack', 'veganindianbreakfast', 'snacksasahealthym', 'vegansnacksindian', 'lowglycemicvegsnacksstart']",108.0,4.1,19.1,3.2,1.8,6.0
532,jowar bajra thalipeeth recipe,"['zero', 'point', 'two', 'five', 'jowar', 'white', 'millet', 'flour', 'zero', 'point', 'two', 'five', 'bajra', 'black', 'millet', 'flour', 'zero', 'point', 'two', 'five', 'besan', 'bengal', 'gram', 'flour', 'zero', 'point', 'two', 'five', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'zero', 'point', 'seven', 'five', 'grate', 'cabbag', 'zero', 'point', 'two', 'five', 'fine', 'chop', 'onion', 'zero', 'point', 'five', 'green', 'chilli', 'past', 'zero', 'point', 'five', 'coriandercumin', 'seed', 'dhaniajeera', 'powder', 'two', 'fine', 'chop', 'coriand', 'dhania', 'zero', 'point', 'five', 'chilli', 'powder', 'salt', 'whole', 'wheat', 'flour', 'gehun', 'ka', 'atta', 'roll', 'one', 'zero', 'point', 'five', 'oil', 'cook', 'low', 'fat', 'curd', 'dahi']","For jowar bajra besan thalipeeth To make jowar bajra besan thalipeeth, combine all the ingredients in a deep bowl and knead into a soft dough using approx. 5 tbsp of water.Divide the dough into 6 equal portions.Roll a portion of the dough into a 150 mm. (6”) diameter circle using a little whole wheat flour for rolling.Heat a non-stick tava (griddle) and cook the thalipeeth, using ¼ tsp of oil till golden brown spots appear from both the sides.Repeat steps 3 and 4 to make 5 more thalipeeths.Serve the jowar bajra besan thalipeeth immediately with low-fat curds.",35 Mins,4 servings,"['indian', 'breakfast', 'recip', 'paratha', 'breakfast', 'thepla', 'breakfast', 'indian', 'veg', 'recip', 'maharashtrian', 'recip', 'maharashtrian', 'roti', 'poli', 'arthriti', 'diet', 'healthi', 'indian', 'breakfast', 'arthritisdietfoodstoeasearthritispain', 'highfiberbreakfast', 'cancerbreakfast', 'pregnancythirdtrimest', 'healthyrotisparathasthepla', 'dinnerforcancerpati', 'snacksasahealthym', 'magnesiumrichbreakfast', 'magnesiumrichrotissabzi']",92.0,3.2,15.1,2.9,2.1,9.5
533,pudina green tea recipe,"['one', 'fine', 'chop', 'mint', 'leav', 'phudina', 'one', 'green', 'tea', 'bag', 'one', 'honey', 'zero', 'point', 'five', 'lemon', 'juic']","For pudina green teaTo make pudina green tea, pour 1 cup of hot water in a mug, place green tea bag in the mug and allow it to stand for 1 minute.Remove the bag and discard it, add the mint leaves, honey and lemon juice and mix well.Serve the pudina green tea immediately.",20 Mins,4 servings,"['indian', 'beverag', 'indian', 'drink', 'tea', 'chai', 'healthi', 'indian', 'acid', 'recip', 'acid', 'breakfast', 'snack', 'healthi', 'indian', 'drink', 'juic', 'healthi', 'drink', 'hot', 'beverag', 'parti', 'high', 'tea', 'parti', 'breakfastaciditysnackacid', 'healthyhotindiandrinksbeverag']",25.0,0.2,6.4,0.2,0.1,0.4
